Tweet Id,Target,Stance,Opinion Towards,Sentiment
1249679342059368448,fauci,FAVOR,_,_
1249681921568800771,fauci,FAVOR,_,_
1249685458470219777,fauci,FAVOR,_,_
1249690335300780035,fauci,FAVOR,_,_
1249694937815408640,fauci,FAVOR,_,_
1249695766932860929,fauci,FAVOR,_,_
1249696564903202816,fauci,FAVOR,_,_
1249705673799217154,fauci,FAVOR,_,_
1249712876371226626,fauci,FAVOR,_,_
1249714201515438080,fauci,FAVOR,_,_
1249716403474780161,fauci,FAVOR,_,_
1249720022424899587,fauci,FAVOR,_,_
1249720290759843841,fauci,FAVOR,_,_
1249720342052057089,fauci,FAVOR,_,_
1249721704659681287,fauci,FAVOR,_,_
1249721898231046144,fauci,FAVOR,_,_
1249723689245040640,fauci,FAVOR,_,_
1249726955542511616,fauci,FAVOR,_,_
1249728834687176711,fauci,FAVOR,_,_
1249733260512342016,fauci,FAVOR,_,_
1249738444076711938,fauci,FAVOR,_,_
1249738682950733824,fauci,FAVOR,_,_
1249740239402393600,fauci,FAVOR,_,_
1249741031681200128,fauci,FAVOR,_,_
1249742336453742593,fauci,FAVOR,_,_
1249743057643352069,fauci,FAVOR,_,_
1249744312281305098,fauci,FAVOR,_,_
1249748120566726658,fauci,FAVOR,_,_
1249754919835504641,fauci,FAVOR,_,_
1249755485294788610,fauci,FAVOR,_,_
1249755834088816647,fauci,FAVOR,_,_
1249756513083801606,fauci,FAVOR,_,_
1249756571887898627,fauci,FAVOR,_,_
1249758869984870406,fauci,FAVOR,_,_
1249761127606747142,fauci,FAVOR,_,_
1249763199613894657,fauci,FAVOR,_,_
1249764315659268099,fauci,FAVOR,_,_
1249765576823779330,fauci,FAVOR,_,_
1249766407077793795,fauci,FAVOR,_,_
1249766537717862409,fauci,FAVOR,_,_
1249768257164316675,fauci,FAVOR,_,_
1249768862104641536,fauci,FAVOR,_,_
1249769804904435715,fauci,FAVOR,_,_
1249771646065545217,fauci,FAVOR,_,_
1249773168983592960,fauci,FAVOR,_,_
1249773638724845569,fauci,FAVOR,_,_
1249780513856016385,fauci,FAVOR,_,_
1249780747747110913,fauci,FAVOR,_,_
1249781166993014786,fauci,FAVOR,_,_
1249781793395486721,fauci,FAVOR,_,_
1249781818557173760,fauci,FAVOR,_,_
1249782983801724928,fauci,FAVOR,_,_
1249783172423979008,fauci,FAVOR,_,_
1249787467525480451,fauci,FAVOR,_,_
1249787820107014144,fauci,FAVOR,_,_
1249802487827136512,fauci,FAVOR,_,_
1249805335054999554,fauci,FAVOR,_,_
1249806043871416320,fauci,FAVOR,_,_
1249850746293686273,fauci,FAVOR,_,_
1249816215574343681,fauci,FAVOR,_,_
1249818626888101888,fauci,FAVOR,_,_
1249818983609622534,fauci,FAVOR,_,_
1249819521323589632,fauci,FAVOR,_,_
1249819524385439745,fauci,FAVOR,_,_
1249819553934254081,fauci,FAVOR,_,_
1249819851134296064,fauci,FAVOR,_,_
1249820095217614851,fauci,FAVOR,_,_
1249820568460898304,fauci,FAVOR,_,_
1249821302464151555,fauci,FAVOR,_,_
1249821688528883723,fauci,FAVOR,_,_
1249821781311074304,fauci,FAVOR,_,_
1249822318077108225,fauci,FAVOR,_,_
1249824004342525953,fauci,FAVOR,_,_
1249824709161746434,fauci,FAVOR,_,_
1249825156970643456,fauci,FAVOR,_,_
1249827405713326081,fauci,FAVOR,_,_
1249827540224491520,fauci,FAVOR,_,_
1249830844400726016,fauci,FAVOR,_,_
1249841159201062914,fauci,FAVOR,_,_
1249850839037952000,fauci,FAVOR,_,_
1249851184606785539,fauci,FAVOR,_,_
1239954424124059649,fauci,FAVOR,_,_
1240100474625327104,fauci,FAVOR,_,_
1240456591972974592,fauci,FAVOR,_,_
1240657381291208706,fauci,FAVOR,_,_
1241040619486806016,fauci,FAVOR,_,_
1241043672646418432,fauci,FAVOR,_,_
1241045707366240256,fauci,FAVOR,_,_
1241052778409201665,fauci,FAVOR,_,_
1241057215772946440,fauci,FAVOR,_,_
1241094969009602560,fauci,FAVOR,_,_
1241115638438989825,fauci,FAVOR,_,_
1241121138174054404,fauci,FAVOR,_,_
1241126204091944960,fauci,FAVOR,_,_
1241141258028036097,fauci,FAVOR,_,_
1241237173048938496,fauci,FAVOR,_,_
1241406782255349763,fauci,FAVOR,_,_
1241408212034871302,fauci,FAVOR,_,_
1241429678780346371,fauci,FAVOR,_,_
1241668440357851136,fauci,FAVOR,_,_
1241724823333744642,fauci,FAVOR,_,_
1241728535351484419,fauci,FAVOR,_,_
1236667629319962624,fauci,FAVOR,_,_
1237041682450956288,fauci,FAVOR,_,_
1237788184328785921,fauci,FAVOR,_,_
1237856668400013314,fauci,FAVOR,_,_
1252646963918536711,fauci,FAVOR,_,_
1252672238341386240,fauci,FAVOR,_,_
1252723326042222592,fauci,FAVOR,_,_
1252728195566141440,fauci,FAVOR,_,_
1252741366205087744,fauci,FAVOR,_,_
1252797174871711745,fauci,FAVOR,_,_
1252818037910036480,fauci,FAVOR,_,_
1253015839793491968,fauci,FAVOR,_,_
1253094260645257231,fauci,FAVOR,_,_
1253097964169551877,fauci,FAVOR,_,_
1253116616507830273,fauci,FAVOR,_,_
1253125915745431552,fauci,FAVOR,_,_
1253129740707389446,fauci,FAVOR,_,_
1253132614250225666,fauci,FAVOR,_,_
1253157079642243072,fauci,FAVOR,_,_
1253164051263299584,fauci,FAVOR,_,_
1253169468198604800,fauci,FAVOR,_,_
1253294283156848640,fauci,FAVOR,_,_
1253342421758480384,fauci,FAVOR,_,_
1253376177433182210,fauci,FAVOR,_,_
1253450173302390787,fauci,FAVOR,_,_
1253479185282146304,fauci,FAVOR,_,_
1253495459085266944,fauci,FAVOR,_,_
1253516509705633793,fauci,FAVOR,_,_
1253607458972545025,fauci,FAVOR,_,_
1253692310249865222,fauci,FAVOR,_,_
1253697683996336135,fauci,FAVOR,_,_
1253755258066567172,fauci,FAVOR,_,_
1253767975183757313,fauci,FAVOR,_,_
1253795933956931587,fauci,FAVOR,_,_
1251301040634429446,fauci,FAVOR,_,_
1251304282923532288,fauci,FAVOR,_,_
1251474110766514179,fauci,FAVOR,_,_
1251670328142528513,fauci,FAVOR,_,_
1251677375189876737,fauci,FAVOR,_,_
1251771922846822402,fauci,FAVOR,_,_
1251802616700579840,fauci,FAVOR,_,_
1251829564847906817,fauci,FAVOR,_,_
1251869666600869888,fauci,FAVOR,_,_
1251952101342826497,fauci,FAVOR,_,_
1251953133896507392,fauci,FAVOR,_,_
1251953771795623937,fauci,FAVOR,_,_
1251954311258669057,fauci,FAVOR,_,_
1251963035532607488,fauci,FAVOR,_,_
1252040202408923136,fauci,FAVOR,_,_
1252045773455396865,fauci,FAVOR,_,_
1252137900390612993,fauci,FAVOR,_,_
1252147505871171586,fauci,FAVOR,_,_
1252305798249799690,fauci,FAVOR,_,_
1252307706679103488,fauci,FAVOR,_,_
1252313218493616135,fauci,FAVOR,_,_
1252315643623272448,fauci,FAVOR,_,_
1252378720385462275,fauci,FAVOR,_,_
1252392340607516672,fauci,FAVOR,_,_
1252404612239208449,fauci,FAVOR,_,_
1252438586508468226,fauci,FAVOR,_,_
1268007243091529728,fauci,FAVOR,_,_
1260790359375970304,fauci,FAVOR,_,_
1260793364628135936,fauci,FAVOR,_,_
1260916941675511808,fauci,FAVOR,_,_
1260951140134539265,fauci,FAVOR,_,_
1260952186109997057,fauci,FAVOR,_,_
1260969629347975169,fauci,FAVOR,_,_
1260970682558619656,fauci,FAVOR,_,_
1260987404971765760,fauci,FAVOR,_,_
1260995173296660480,fauci,FAVOR,_,_
1261036934610276353,fauci,FAVOR,_,_
1261036967862480896,fauci,FAVOR,_,_
1261037831671119874,fauci,FAVOR,_,_
1261068615471845378,fauci,FAVOR,_,_
1261075040675782662,fauci,FAVOR,_,_
1261076092443492352,fauci,FAVOR,_,_
1261077624190836742,fauci,FAVOR,_,_
1261086291078402050,fauci,FAVOR,_,_
1261086725423673344,fauci,FAVOR,_,_
1261089473476956161,fauci,FAVOR,_,_
1261132226315513857,fauci,FAVOR,_,_
1261162525036511232,fauci,FAVOR,_,_
1261224066536611842,fauci,FAVOR,_,_
1261265048741306368,fauci,FAVOR,_,_
1261267413502328833,fauci,FAVOR,_,_
1261274772236914688,fauci,FAVOR,_,_
1261289386995519489,fauci,FAVOR,_,_
1261324921290002432,fauci,FAVOR,_,_
1261347880201142272,fauci,FAVOR,_,_
1261350416400257026,fauci,FAVOR,_,_
1261354263109750785,fauci,FAVOR,_,_
1261360848322416640,fauci,FAVOR,_,_
1261369921390309377,fauci,FAVOR,_,_
1261374002116751360,fauci,FAVOR,_,_
1258990986266435584,fauci,FAVOR,_,_
1259012131615240193,fauci,FAVOR,_,_
1259110418938834945,fauci,FAVOR,_,_
1259133886212132866,fauci,FAVOR,_,_
1259206549903413248,fauci,FAVOR,_,_
1259283418984177665,fauci,FAVOR,_,_
1259288581983567872,fauci,FAVOR,_,_
1259289048641933318,fauci,FAVOR,_,_
1259293203808882689,fauci,FAVOR,_,_
1259296072423309315,fauci,FAVOR,_,_
1259311605533143040,fauci,FAVOR,_,_
1259316405125566465,fauci,FAVOR,_,_
1259317124994158593,fauci,FAVOR,_,_
1259320479061590016,fauci,FAVOR,_,_
1259325657126891522,fauci,FAVOR,_,_
1259331660278980608,fauci,FAVOR,_,_
1259334401432879104,fauci,FAVOR,_,_
1259386596190633985,fauci,FAVOR,_,_
1259499882844434432,fauci,FAVOR,_,_
1259539888241651712,fauci,FAVOR,_,_
1259584699229405188,fauci,FAVOR,_,_
1259658903052320769,fauci,FAVOR,_,_
1259662319262539777,fauci,FAVOR,_,_
1259807596858478593,fauci,FAVOR,_,_
1259898035502559244,fauci,FAVOR,_,_
1260053313506156545,fauci,FAVOR,_,_
1260081699175542785,fauci,FAVOR,_,_
1260148401821401088,fauci,FAVOR,_,_
1260151374035156992,fauci,FAVOR,_,_
1260168642290954241,fauci,FAVOR,_,_
1260211518211227649,fauci,FAVOR,_,_
1260212456699260934,fauci,FAVOR,_,_
1260214465611603969,fauci,FAVOR,_,_
1260216223729672192,fauci,FAVOR,_,_
1260218417795268609,fauci,FAVOR,_,_
1260218577254322178,fauci,FAVOR,_,_
1260220858771148809,fauci,FAVOR,_,_
1260227509637038084,fauci,FAVOR,_,_
1260227627455066112,fauci,FAVOR,_,_
1260229602389131264,fauci,FAVOR,_,_
1260232697726689281,fauci,FAVOR,_,_
1260233168029958144,fauci,FAVOR,_,_
1260233251911852040,fauci,FAVOR,_,_
1260233347894259714,fauci,FAVOR,_,_
1260239510702567424,fauci,FAVOR,_,_
1260240869157896193,fauci,FAVOR,_,_
1260241670953730051,fauci,FAVOR,_,_
1260241921139568640,fauci,FAVOR,_,_
1260242257791397888,fauci,FAVOR,_,_
1260242811498217472,fauci,FAVOR,_,_
1260243713399361541,fauci,FAVOR,_,_
1260245427775029257,fauci,FAVOR,_,_
1260245435463143428,fauci,FAVOR,_,_
1260246179696140288,fauci,FAVOR,_,_
1260246442943250437,fauci,FAVOR,_,_
1260246824184623105,fauci,FAVOR,_,_
1260249622737494022,fauci,FAVOR,_,_
1260251492520538114,fauci,FAVOR,_,_
1260251522648154116,fauci,FAVOR,_,_
1260257977824657415,fauci,FAVOR,_,_
1260259767517413377,fauci,FAVOR,_,_
1260260527713980421,fauci,FAVOR,_,_
1260261109828915201,fauci,FAVOR,_,_
1260263279772999680,fauci,FAVOR,_,_
1260266726316482560,fauci,FAVOR,_,_
1260268333024280580,fauci,FAVOR,_,_
1260270585839566849,fauci,FAVOR,_,_
1260274342711250944,fauci,FAVOR,_,_
1260283458431201280,fauci,FAVOR,_,_
1260287773195591683,fauci,FAVOR,_,_
1260300113785704448,fauci,FAVOR,_,_
1260300193569755136,fauci,FAVOR,_,_
1260300834790875138,fauci,FAVOR,_,_
1260307737583517700,fauci,FAVOR,_,_
1260313149804285952,fauci,FAVOR,_,_
1260317884267425793,fauci,FAVOR,_,_
1260324549058605056,fauci,FAVOR,_,_
1260325819588763649,fauci,FAVOR,_,_
1260338650841100288,fauci,FAVOR,_,_
1260339910130782208,fauci,FAVOR,_,_
1260340128058347521,fauci,FAVOR,_,_
1260340581252902912,fauci,FAVOR,_,_
1260348041342537728,fauci,FAVOR,_,_
1260354053701165057,fauci,FAVOR,_,_
1260359201605509120,fauci,FAVOR,_,_
1260362514271002630,fauci,FAVOR,_,_
1260364928407478272,fauci,FAVOR,_,_
1260365775455391745,fauci,FAVOR,_,_
1260366262150090752,fauci,FAVOR,_,_
1260367613592432640,fauci,FAVOR,_,_
1260369162137776131,fauci,FAVOR,_,_
1260370055025635328,fauci,FAVOR,_,_
1260375264363773953,fauci,FAVOR,_,_
1260379567233142786,fauci,FAVOR,_,_
1260384261791776769,fauci,FAVOR,_,_
1260384503429824512,fauci,FAVOR,_,_
1260384884662702081,fauci,FAVOR,_,_
1260389338099089408,fauci,FAVOR,_,_
1260391227440205828,fauci,FAVOR,_,_
1260391900231720960,fauci,FAVOR,_,_
1260391936567005184,fauci,FAVOR,_,_
1260392697514213376,fauci,FAVOR,_,_
1260404697392963585,fauci,FAVOR,_,_
1260407045355827200,fauci,FAVOR,_,_
1260407359916199942,fauci,FAVOR,_,_
1260409537439416320,fauci,FAVOR,_,_
1260409873960927232,fauci,FAVOR,_,_
1260410611705548804,fauci,FAVOR,_,_
1260411509274021899,fauci,FAVOR,_,_
1260418846810427399,fauci,FAVOR,_,_
1260420539979612168,fauci,FAVOR,_,_
1260452188310188032,fauci,FAVOR,_,_
1260453475969892354,fauci,FAVOR,_,_
1260457180001640449,fauci,FAVOR,_,_
1260508046545084417,fauci,FAVOR,_,_
1260533828189392898,fauci,FAVOR,_,_
1260536344314630147,fauci,FAVOR,_,_
1260541990757732354,fauci,FAVOR,_,_
1260552189967204352,fauci,FAVOR,_,_
1260560274123350016,fauci,FAVOR,_,_
1260561379611811842,fauci,FAVOR,_,_
1260562559159197696,fauci,FAVOR,_,_
1260585673632952331,fauci,FAVOR,_,_
1260602165091065856,fauci,FAVOR,_,_
1260603528562839553,fauci,FAVOR,_,_
1260612404465057795,fauci,FAVOR,_,_
1260618805396594688,fauci,FAVOR,_,_
1260632172450287618,fauci,FAVOR,_,_
1260656995490689024,fauci,FAVOR,_,_
1260663746936156160,fauci,FAVOR,_,_
1260664363012235264,fauci,FAVOR,_,_
1260665570552352768,fauci,FAVOR,_,_
1260672642824024064,fauci,FAVOR,_,_
1260678349405503489,fauci,FAVOR,_,_
1260678963124473858,fauci,FAVOR,_,_
1260698413399588864,fauci,FAVOR,_,_
1260705250740142080,fauci,FAVOR,_,_
1260714335266959360,fauci,FAVOR,_,_
1260732508804612096,fauci,FAVOR,_,_
1260734329786859521,fauci,FAVOR,_,_
1260740139313176576,fauci,FAVOR,_,_
1260760912438472712,fauci,FAVOR,_,_
1260762807408242688,fauci,FAVOR,_,_
1260783913934508032,fauci,FAVOR,_,_
1270696236618743808,fauci,FAVOR,_,_
1270735173135544321,fauci,FAVOR,_,_
1270742001781071874,fauci,FAVOR,_,_
1270747830551031808,fauci,FAVOR,_,_
1270752989268054019,fauci,FAVOR,_,_
1270817507142701056,fauci,FAVOR,_,_
1271056216857251842,fauci,FAVOR,_,_
1271144483850203136,fauci,FAVOR,_,_
1271166676994863104,fauci,FAVOR,_,_
1271256969815318530,fauci,FAVOR,_,_
1255651683906060290,fauci,FAVOR,_,_
1255652253731557377,fauci,FAVOR,_,_
1255678026202955776,fauci,FAVOR,_,_
1255704826417217541,fauci,FAVOR,_,_
1255809231439253506,fauci,FAVOR,_,_
1255913475655766016,fauci,FAVOR,_,_
1255920575781974017,fauci,FAVOR,_,_
1256022287318315010,fauci,FAVOR,_,_
1256033586752499713,fauci,FAVOR,_,_
1256054080901754880,fauci,FAVOR,_,_
1256100271639244801,fauci,FAVOR,_,_
1256134241836044289,fauci,FAVOR,_,_
1256213786668806145,fauci,FAVOR,_,_
1256426018447003654,fauci,FAVOR,_,_
1256436214216962048,fauci,FAVOR,_,_
1256664125616226304,fauci,FAVOR,_,_
1256733655633989639,fauci,FAVOR,_,_
1256758146732720128,fauci,FAVOR,_,_
1256776332249186305,fauci,FAVOR,_,_
1257076085688283137,fauci,FAVOR,_,_
1257215218318544902,fauci,FAVOR,_,_
1257344940759289856,fauci,FAVOR,_,_
1257467215143723008,fauci,FAVOR,_,_
1257495779931021312,fauci,FAVOR,_,_
1257524320676597760,fauci,FAVOR,_,_
1257648361429139457,fauci,FAVOR,_,_
1257714810491293697,fauci,FAVOR,_,_
1257766170020573184,fauci,FAVOR,_,_
1257770915263213568,fauci,FAVOR,_,_
1257842817168289792,fauci,FAVOR,_,_
1257871184768704514,fauci,FAVOR,_,_
1257898357210648581,fauci,FAVOR,_,_
1257909018707652610,fauci,FAVOR,_,_
1257910821629210625,fauci,FAVOR,_,_
1258011614143557632,fauci,FAVOR,_,_
1258053483644751874,fauci,FAVOR,_,_
1258068736340373504,fauci,FAVOR,_,_
1258110728139137026,fauci,FAVOR,_,_
1258120656585138179,fauci,FAVOR,_,_
1258120789985046530,fauci,FAVOR,_,_
1268283334234214400,fauci,FAVOR,_,_
1268345334121541634,fauci,FAVOR,_,_
1268347952612937728,fauci,FAVOR,_,_
1269457719678906368,fauci,FAVOR,_,_
1268701797419491331,fauci,FAVOR,_,_
1268820330522411009,fauci,FAVOR,_,_
1268884395068403712,fauci,FAVOR,_,_
1268941720974229507,fauci,FAVOR,_,_
1268954851532312579,fauci,FAVOR,_,_
1268978638755516417,fauci,FAVOR,_,_
1269025075916935169,fauci,FAVOR,_,_
1269025796426993665,fauci,FAVOR,_,_
1269345645036437505,fauci,FAVOR,_,_
1269603524196929536,fauci,FAVOR,_,_
1269615420069330944,fauci,FAVOR,_,_
1269653602051731457,fauci,FAVOR,_,_
1269738138500427776,fauci,FAVOR,_,_
1270063878349545479,fauci,FAVOR,_,_
1270151627278876673,fauci,FAVOR,_,_
1270423280499875840,fauci,FAVOR,_,_
1249855129324576769,fauci,FAVOR,_,_
1249855590890790913,fauci,FAVOR,_,_
1249855821640429568,fauci,FAVOR,_,_
1249858640611336193,fauci,FAVOR,_,_
1249870413674340352,fauci,FAVOR,_,_
1249870909835444224,fauci,FAVOR,_,_
1249877543479660545,fauci,FAVOR,_,_
1249893864258887681,fauci,FAVOR,_,_
1249900994093289472,fauci,FAVOR,_,_
1249914513958330368,fauci,FAVOR,_,_
1249923048549101569,fauci,FAVOR,_,_
1249932006714232834,fauci,FAVOR,_,_
1249993811041767425,fauci,FAVOR,_,_
1250027734371311616,fauci,FAVOR,_,_
1250046864705097730,fauci,FAVOR,_,_
1250052174438109188,fauci,FAVOR,_,_
1250083761074692096,fauci,FAVOR,_,_
1250105609376194560,fauci,FAVOR,_,_
1250129038657503232,fauci,FAVOR,_,_
1250144243252957184,fauci,FAVOR,_,_
1250149842602659843,fauci,FAVOR,_,_
1250165189892136961,fauci,FAVOR,_,_
1250169904071938055,fauci,FAVOR,_,_
1250170725551550464,fauci,FAVOR,_,_
1250196789061464070,fauci,FAVOR,_,_
1250197654044315648,fauci,FAVOR,_,_
1250242922798350339,fauci,FAVOR,_,_
1250260434583785474,fauci,FAVOR,_,_
1272684424950198272,fauci,FAVOR,_,_
1272764714469244928,fauci,FAVOR,_,_
1272923337270996992,fauci,FAVOR,_,_
1272952000771248129,fauci,FAVOR,_,_
1272980804776296448,fauci,FAVOR,_,_
1273088680438235136,fauci,FAVOR,_,_
1273323279810392064,fauci,FAVOR,_,_
1273329258652405760,fauci,FAVOR,_,_
1273406386790006785,fauci,FAVOR,_,_
1273447041776201728,fauci,FAVOR,_,_
1275930452201598976,fauci,FAVOR,_,_
1275953334520885249,fauci,FAVOR,_,_
1276119720450822145,fauci,FAVOR,_,_
1276141998672666624,fauci,FAVOR,_,_
1276174260797661184,fauci,FAVOR,_,_
1276177333255356420,fauci,FAVOR,_,_
1276187909733801984,fauci,FAVOR,_,_
1276206936187457542,fauci,FAVOR,_,_
1276209670269669376,fauci,FAVOR,_,_
1276210235955228672,fauci,FAVOR,_,_
1276213110009806848,fauci,FAVOR,_,_
1276262807088934912,fauci,FAVOR,_,_
1276285622039306246,fauci,FAVOR,_,_
1276295212558508033,fauci,FAVOR,_,_
1276305930079084547,fauci,FAVOR,_,_
1276320495781240832,fauci,FAVOR,_,_
1276402951905521665,fauci,FAVOR,_,_
1276526515824533508,fauci,FAVOR,_,_
1276571797102768128,fauci,FAVOR,_,_
1276572834253414401,fauci,FAVOR,_,_
1276573866266107910,fauci,FAVOR,_,_
1276577938268401664,fauci,FAVOR,_,_
1276578630349606913,fauci,FAVOR,_,_
1276578718920716289,fauci,FAVOR,_,_
1276618262202028033,fauci,FAVOR,_,_
