Tweet Id,Target,Stance,Opinion Towards,Sentiment
1259139516574679040,face_masks,FAVOR,_,_
1258085414939680768,face_masks,AGAINST,_,_
1259252036563951616,face_masks,FAVOR,_,_
1268312255105568772,face_masks,AGAINST,_,_
1259305150038106113,face_masks,FAVOR,_,_
1268377744062152704,face_masks,AGAINST,_,_
1259378364877541376,face_masks,FAVOR,_,_
1268698039490756608,face_masks,AGAINST,_,_
1259505250739814400,face_masks,FAVOR,_,_
1268939474639245312,face_masks,AGAINST,_,_
1259560797396746242,face_masks,FAVOR,_,_
1269047558946643974,face_masks,AGAINST,_,_
1259714671776579586,face_masks,FAVOR,_,_
1269064992235667456,face_masks,AGAINST,_,_
1259829897649958912,face_masks,FAVOR,_,_
1269576253205557251,face_masks,AGAINST,_,_
1259885615618891780,face_masks,FAVOR,_,_
1269739022852648960,face_masks,AGAINST,_,_
1260022717014634496,face_masks,FAVOR,_,_
1269830503114387456,face_masks,AGAINST,_,_
1270712561575399427,face_masks,FAVOR,_,_
1270400137823543297,face_masks,AGAINST,_,_
1271131701746466816,face_masks,FAVOR,_,_
1273121375956451334,face_masks,AGAINST,_,_
1256563817389199361,face_masks,FAVOR,_,_
1273217765235732481,face_masks,AGAINST,_,_
1258844529878282240,face_masks,FAVOR,_,_
1273231839629631488,face_masks,AGAINST,_,_
1269940461235552256,face_masks,FAVOR,_,_
1273374921826107395,face_masks,AGAINST,_,_
1270426794164752384,face_masks,FAVOR,_,_
1275891378325774341,face_masks,AGAINST,_,_
1272681901686431744,face_masks,FAVOR,_,_
1275893893482123266,face_masks,AGAINST,_,_
1272849207582482432,face_masks,FAVOR,_,_
1275896413529026563,face_masks,AGAINST,_,_
1272859173139734529,face_masks,FAVOR,_,_
1275911769144332293,face_masks,AGAINST,_,_
1272905402754179077,face_masks,FAVOR,_,_
1275911953517621248,face_masks,AGAINST,_,_
1272926735521189888,face_masks,FAVOR,_,_
1275920321204432903,face_masks,AGAINST,_,_
1272940648698650630,face_masks,FAVOR,_,_
1275922017452204033,face_masks,AGAINST,_,_
1272966836712353793,face_masks,FAVOR,_,_
1275958624158912512,face_masks,AGAINST,_,_
1272988435419025408,face_masks,FAVOR,_,_
1275959743559983104,face_masks,AGAINST,_,_
1273016458163847170,face_masks,FAVOR,_,_
1275959764363603968,face_masks,AGAINST,_,_
1273055422346178560,face_masks,FAVOR,_,_
1275960885257728000,face_masks,AGAINST,_,_
1273068560357756930,face_masks,FAVOR,_,_
1275971660949057537,face_masks,AGAINST,_,_
1273083173795016705,face_masks,FAVOR,_,_
1275981412617695232,face_masks,AGAINST,_,_
1273132577667395585,face_masks,FAVOR,_,_
1275987125075247105,face_masks,AGAINST,_,_
1273135018739732480,face_masks,FAVOR,_,_
1275990963345854464,face_masks,AGAINST,_,_
1273230914865131522,face_masks,FAVOR,_,_
1275998370197192704,face_masks,AGAINST,_,_
1273267395893891072,face_masks,FAVOR,_,_
1276021328357683202,face_masks,AGAINST,_,_
1273278525609476101,face_masks,FAVOR,_,_
1276044814354649089,face_masks,AGAINST,_,_
1273302860659175424,face_masks,FAVOR,_,_
1276045710975291395,face_masks,AGAINST,_,_
1273352683718455296,face_masks,FAVOR,_,_
1276049960765730819,face_masks,AGAINST,_,_
1273361917378203660,face_masks,FAVOR,_,_
1276063327462895617,face_masks,AGAINST,_,_
1273381120890015744,face_masks,FAVOR,_,_
1276097304370409472,face_masks,AGAINST,_,_
1277360743927574529,face_masks,FAVOR,_,_
1276097998355824641,face_masks,AGAINST,_,_
1275805743409577984,face_masks,FAVOR,_,_
1276101559538106369,face_masks,AGAINST,_,_
1275814614182187008,face_masks,FAVOR,_,_
1276111718112989186,face_masks,AGAINST,_,_
1275814898170241030,face_masks,FAVOR,_,_
1276115180083183616,face_masks,AGAINST,_,_
1275818282206060545,face_masks,FAVOR,_,_
1276117081151455234,face_masks,AGAINST,_,_
1275822260637532161,face_masks,FAVOR,_,_
1276124491836534785,face_masks,AGAINST,_,_
1275826098023141376,face_masks,FAVOR,_,_
1276124849434484738,face_masks,AGAINST,_,_
1275826550475304960,face_masks,FAVOR,_,_
1276125515137650689,face_masks,AGAINST,_,_
1275829045540851712,face_masks,FAVOR,_,_
1276128019439067136,face_masks,AGAINST,_,_
1275832574930280448,face_masks,FAVOR,_,_
1276128498789289984,face_masks,AGAINST,_,_
1275847030745772033,face_masks,FAVOR,_,_
1276130290164019205,face_masks,AGAINST,_,_
1275847852732878853,face_masks,FAVOR,_,_
1276133710937669633,face_masks,AGAINST,_,_
1275850813370482689,face_masks,FAVOR,_,_
1276142989316849665,face_masks,AGAINST,_,_
1275851594534473733,face_masks,FAVOR,_,_
1276145682244489216,face_masks,AGAINST,_,_
1275852838195912711,face_masks,FAVOR,_,_
1276150853762781186,face_masks,AGAINST,_,_
1275855810674003970,face_masks,FAVOR,_,_
1276159220547813377,face_masks,AGAINST,_,_
1275858485696016386,face_masks,FAVOR,_,_
1276161284430594048,face_masks,AGAINST,_,_
1275865425335762944,face_masks,FAVOR,_,_
1276166770643132419,face_masks,AGAINST,_,_
1275865747105787904,face_masks,FAVOR,_,_
1276172722146545665,face_masks,AGAINST,_,_
1275867397040136193,face_masks,FAVOR,_,_
1276174035567575043,face_masks,AGAINST,_,_
1275867431899222022,face_masks,FAVOR,_,_
1276174308117602305,face_masks,AGAINST,_,_
1275868267769364480,face_masks,FAVOR,_,_
1276184396073242625,face_masks,AGAINST,_,_
1275868752597245955,face_masks,FAVOR,_,_
1276191839427727363,face_masks,AGAINST,_,_
1275870076315537409,face_masks,FAVOR,_,_
1276193878740099073,face_masks,AGAINST,_,_
1275870265684025346,face_masks,FAVOR,_,_
1276211728741814272,face_masks,AGAINST,_,_
1275872166584692740,face_masks,FAVOR,_,_
1276214560249135104,face_masks,AGAINST,_,_
1275873014647795715,face_masks,FAVOR,_,_
1276235201069363202,face_masks,AGAINST,_,_
1275876495551008768,face_masks,FAVOR,_,_
1276238188059570176,face_masks,AGAINST,_,_
1275876775868936192,face_masks,FAVOR,_,_
1276243844716167168,face_masks,AGAINST,_,_
1275876920731860993,face_masks,FAVOR,_,_
1276248111892094992,face_masks,AGAINST,_,_
1275877720052793344,face_masks,FAVOR,_,_
1276282721489256449,face_masks,AGAINST,_,_
1275877963314147328,face_masks,FAVOR,_,_
1276284786152214528,face_masks,AGAINST,_,_
1275881198791860227,face_masks,FAVOR,_,_
1276287383076388865,face_masks,AGAINST,_,_
1275881899588825095,face_masks,FAVOR,_,_
1276293249389469698,face_masks,AGAINST,_,_
1275882953705492480,face_masks,FAVOR,_,_
1276300166702575616,face_masks,AGAINST,_,_
1275884382952329218,face_masks,FAVOR,_,_
1276301680905089024,face_masks,AGAINST,_,_
1275887358399918080,face_masks,FAVOR,_,_
1276303393380655104,face_masks,AGAINST,_,_
1275887384815517696,face_masks,FAVOR,_,_
1276326364778426370,face_masks,AGAINST,_,_
1275887442105479168,face_masks,FAVOR,_,_
1276332512260677633,face_masks,AGAINST,_,_
1275888566145388544,face_masks,FAVOR,_,_
1276332718813372416,face_masks,AGAINST,_,_
1275889174575529987,face_masks,FAVOR,_,_
1276335796824403973,face_masks,AGAINST,_,_
1275889577656549379,face_masks,FAVOR,_,_
1276339462864359424,face_masks,AGAINST,_,_
1275889972206280708,face_masks,FAVOR,_,_
1276361618641899520,face_masks,AGAINST,_,_
1275889977910603782,face_masks,FAVOR,_,_
1276368790385602560,face_masks,AGAINST,_,_
1275890609153290245,face_masks,FAVOR,_,_
1276371873610321921,face_masks,AGAINST,_,_
1275890815974273024,face_masks,FAVOR,_,_
1276377849407176704,face_masks,AGAINST,_,_
1275891097328324609,face_masks,FAVOR,_,_
1276381138471104512,face_masks,AGAINST,_,_
1275891169088569344,face_masks,FAVOR,_,_
1276389844160090112,face_masks,AGAINST,_,_
1275891175975784453,face_masks,FAVOR,_,_
1276396760613748736,face_masks,AGAINST,_,_
1275891317696942080,face_masks,FAVOR,_,_
1276404542159171584,face_masks,AGAINST,_,_
1275891603983515648,face_masks,FAVOR,_,_
1276461408222244864,face_masks,AGAINST,_,_
1275891805939269643,face_masks,FAVOR,_,_
1276463328424910849,face_masks,AGAINST,_,_
1275891944250585090,face_masks,FAVOR,_,_
1276474026827931649,face_masks,AGAINST,_,_
1275892013758545920,face_masks,FAVOR,_,_
1276482519291043851,face_masks,AGAINST,_,_
1275892225713541123,face_masks,FAVOR,_,_
1276483368671207425,face_masks,AGAINST,_,_
1275892630593826818,face_masks,FAVOR,_,_
1276484749004079106,face_masks,AGAINST,_,_
1275893618050576384,face_masks,FAVOR,_,_
1276486571018027008,face_masks,AGAINST,_,_
1275893633498206211,face_masks,FAVOR,_,_
1276490542063382528,face_masks,AGAINST,_,_
1275894484589588480,face_masks,FAVOR,_,_
1276498487027384321,face_masks,AGAINST,_,_
1275895277476556800,face_masks,FAVOR,_,_
1276520036425842688,face_masks,AGAINST,_,_
1275895327296544771,face_masks,FAVOR,_,_
1276520674996051968,face_masks,AGAINST,_,_
1275895953107681288,face_masks,FAVOR,_,_
1276522003147735047,face_masks,AGAINST,_,_
1275896624217116672,face_masks,FAVOR,_,_
1276524472879599616,face_masks,AGAINST,_,_
1275896783474839552,face_masks,FAVOR,_,_
1276524788740165633,face_masks,AGAINST,_,_
1275897009958879232,face_masks,FAVOR,_,_
1276525525633245184,face_masks,AGAINST,_,_
1275897392613605376,face_masks,FAVOR,_,_
1276529402826780674,face_masks,AGAINST,_,_
1275897501279649792,face_masks,FAVOR,_,_
1276533772310241281,face_masks,AGAINST,_,_
1275898408096710656,face_masks,FAVOR,_,_
1276537086338834432,face_masks,AGAINST,_,_
1275898701022707714,face_masks,FAVOR,_,_
1276537170392727554,face_masks,AGAINST,_,_
1275898994019926016,face_masks,FAVOR,_,_
1276541301882785794,face_masks,AGAINST,_,_
1275899131572228096,face_masks,FAVOR,_,_
1276547742882504706,face_masks,AGAINST,_,_
1275899212769697793,face_masks,FAVOR,_,_
1276549148385390592,face_masks,AGAINST,_,_
1275899522300993537,face_masks,FAVOR,_,_
1276553255657431041,face_masks,AGAINST,_,_
1275899547944771584,face_masks,FAVOR,_,_
1276575349770420225,face_masks,AGAINST,_,_
1275900500572069892,face_masks,FAVOR,_,_
1276575774422810625,face_masks,AGAINST,_,_
1275900801387462658,face_masks,FAVOR,_,_
1276575845893787649,face_masks,AGAINST,_,_
1275901297422675968,face_masks,FAVOR,_,_
1276582540619296768,face_masks,AGAINST,_,_
1275901346160525314,face_masks,FAVOR,_,_
1276587283047735296,face_masks,AGAINST,_,_
1275902199768518656,face_masks,FAVOR,_,_
1276588432362438656,face_masks,AGAINST,_,_
1275902702330003462,face_masks,FAVOR,_,_
1276595571197792257,face_masks,AGAINST,_,_
1275902869863043075,face_masks,FAVOR,_,_
1276596082957406208,face_masks,AGAINST,_,_
1275903439759904771,face_masks,FAVOR,_,_
1276598839143591936,face_masks,AGAINST,_,_
1275903582538289153,face_masks,FAVOR,_,_
1276599493077712897,face_masks,AGAINST,_,_
1275903717531738112,face_masks,FAVOR,_,_
1276599513369763841,face_masks,AGAINST,_,_
1275904038563962880,face_masks,FAVOR,_,_
1276613153011482626,face_masks,AGAINST,_,_
1275904430056116224,face_masks,FAVOR,_,_
1276619168251629572,face_masks,AGAINST,_,_
1275905294040694784,face_masks,FAVOR,_,_
1276619772185030656,face_masks,AGAINST,_,_
1275905345379078144,face_masks,FAVOR,_,_
1276619785288081408,face_masks,AGAINST,_,_
1275905414622777349,face_masks,FAVOR,_,_
1276623564821716999,face_masks,AGAINST,_,_
1275905751194558465,face_masks,FAVOR,_,_
1276627665391439879,face_masks,AGAINST,_,_
1275905810254540806,face_masks,FAVOR,_,_
1276629792415035393,face_masks,AGAINST,_,_
1275905873337081861,face_masks,FAVOR,_,_
1276635354402041857,face_masks,AGAINST,_,_
1275906144884494336,face_masks,FAVOR,_,_
1276637094241284096,face_masks,AGAINST,_,_
1275906220059172865,face_masks,FAVOR,_,_
1276638990074933248,face_masks,AGAINST,_,_
1275906891726675972,face_masks,FAVOR,_,_
1276643765239701505,face_masks,AGAINST,_,_
1275906988363386882,face_masks,FAVOR,_,_
1276645122080415751,face_masks,AGAINST,_,_
1275907669782659077,face_masks,FAVOR,_,_
1276645218738192385,face_masks,AGAINST,_,_
1275908171601711104,face_masks,FAVOR,_,_
1276646447924961282,face_masks,AGAINST,_,_
1275908187644768257,face_masks,FAVOR,_,_
1276648118860181504,face_masks,AGAINST,_,_
1275908338795122688,face_masks,FAVOR,_,_
1276648424910327809,face_masks,AGAINST,_,_
1275908905491628032,face_masks,FAVOR,_,_
1276649964517588992,face_masks,AGAINST,_,_
1275909296035946497,face_masks,FAVOR,_,_
1276653788863102977,face_masks,AGAINST,_,_
1275909320945926144,face_masks,FAVOR,_,_
1276654147983405057,face_masks,AGAINST,_,_
1275909533911732225,face_masks,FAVOR,_,_
1276655609031639044,face_masks,AGAINST,_,_
1275910359870816258,face_masks,FAVOR,_,_
1276657287474696193,face_masks,AGAINST,_,_
1275910361078775815,face_masks,FAVOR,_,_
1276661660053372929,face_masks,AGAINST,_,_
1275910637269458946,face_masks,FAVOR,_,_
1276664963302658049,face_masks,AGAINST,_,_
1275910934591086595,face_masks,FAVOR,_,_
1276670795402575878,face_masks,AGAINST,_,_
1275911224388182019,face_masks,FAVOR,_,_
1276673766328872962,face_masks,AGAINST,_,_
1275911321507074049,face_masks,FAVOR,_,_
1276674844675854336,face_masks,AGAINST,_,_
1275911466877673479,face_masks,FAVOR,_,_
1276678542533595136,face_masks,AGAINST,_,_
1275911681164673025,face_masks,FAVOR,_,_
1276680782921306112,face_masks,AGAINST,_,_
1275911984198934529,face_masks,FAVOR,_,_
1276687725618507776,face_masks,AGAINST,_,_
1275912139681734667,face_masks,FAVOR,_,_
1276688265102479360,face_masks,AGAINST,_,_
1275912172426661901,face_masks,FAVOR,_,_
1276701395304022021,face_masks,AGAINST,_,_
1275912239678140418,face_masks,FAVOR,_,_
1276704949699776515,face_masks,AGAINST,_,_
1275912462370512898,face_masks,FAVOR,_,_
1276705009183322112,face_masks,AGAINST,_,_
1275912566724800517,face_masks,FAVOR,_,_
1276705476110094336,face_masks,AGAINST,_,_
1275912583736934400,face_masks,FAVOR,_,_
1276710776238112770,face_masks,AGAINST,_,_
1275913125087203328,face_masks,FAVOR,_,_
1276714617595707392,face_masks,AGAINST,_,_
1275913128707076098,face_masks,FAVOR,_,_
1276715280312553472,face_masks,AGAINST,_,_
1275913549374722049,face_masks,FAVOR,_,_
1276716216489410560,face_masks,AGAINST,_,_
1275913691498717184,face_masks,FAVOR,_,_
1276720428061528064,face_masks,AGAINST,_,_
1275913943404343298,face_masks,FAVOR,_,_
1276720947446218753,face_masks,AGAINST,_,_
1275913989877198848,face_masks,FAVOR,_,_
1276721336954519552,face_masks,AGAINST,_,_
1275914059825569792,face_masks,FAVOR,_,_
1276721758280790021,face_masks,AGAINST,_,_
1275914064204566528,face_masks,FAVOR,_,_
1276722130231705611,face_masks,AGAINST,_,_
1275914353632579584,face_masks,FAVOR,_,_
1276722897445359616,face_masks,AGAINST,_,_
1275915128580591616,face_masks,FAVOR,_,_
1276727848896774144,face_masks,AGAINST,_,_
1275915577874427906,face_masks,FAVOR,_,_
1276730787208073221,face_masks,AGAINST,_,_
1275915814231777280,face_masks,FAVOR,_,_
1276741744915288069,face_masks,AGAINST,_,_
1275915820623958024,face_masks,FAVOR,_,_
1276749434269900800,face_masks,AGAINST,_,_
1275916685753700352,face_masks,FAVOR,_,_
1276775255818883075,face_masks,AGAINST,_,_
1275916852397584386,face_masks,FAVOR,_,_
1276783509869408257,face_masks,AGAINST,_,_
1275917181394526211,face_masks,FAVOR,_,_
1276783963000852482,face_masks,AGAINST,_,_
1275917775190491139,face_masks,FAVOR,_,_
1276787544370249728,face_masks,AGAINST,_,_
1275917842987323393,face_masks,FAVOR,_,_
1276799215121784832,face_masks,AGAINST,_,_
1275917914764275713,face_masks,FAVOR,_,_
1276809379053010944,face_masks,AGAINST,_,_
1275918002152759308,face_masks,FAVOR,_,_
1276813704110190592,face_masks,AGAINST,_,_
1275918204250947585,face_masks,FAVOR,_,_
1276825985246265346,face_masks,AGAINST,_,_
1275918209212973059,face_masks,FAVOR,_,_
1276829991808966656,face_masks,AGAINST,_,_
1275918250715549696,face_masks,FAVOR,_,_
1276830707088871426,face_masks,AGAINST,_,_
1275918464473948161,face_masks,FAVOR,_,_
1276833830368874497,face_masks,AGAINST,_,_
1275918832109043724,face_masks,FAVOR,_,_
1276835572640817154,face_masks,AGAINST,_,_
1275918959196266496,face_masks,FAVOR,_,_
1276837324287066113,face_masks,AGAINST,_,_
1275919039513210883,face_masks,FAVOR,_,_
1276840736525291521,face_masks,AGAINST,_,_
1275919092185096192,face_masks,FAVOR,_,_
1276842559675891712,face_masks,AGAINST,_,_
1275919387812409344,face_masks,FAVOR,_,_
1276843075403485189,face_masks,AGAINST,_,_
1275919591206555648,face_masks,FAVOR,_,_
1276853211270389761,face_masks,AGAINST,_,_
1275919629878038534,face_masks,FAVOR,_,_
1276853379113930758,face_masks,AGAINST,_,_
1275919671296843776,face_masks,FAVOR,_,_
1276859337852489738,face_masks,AGAINST,_,_
1275919780227067904,face_masks,FAVOR,_,_
1276863257047781376,face_masks,AGAINST,_,_
1275920091150868482,face_masks,FAVOR,_,_
1276864631919857668,face_masks,AGAINST,_,_
1275920158792380416,face_masks,FAVOR,_,_
1276866939449737217,face_masks,AGAINST,_,_
1275920287561920512,face_masks,FAVOR,_,_
1276878062794113025,face_masks,AGAINST,_,_
1275920515987898376,face_masks,FAVOR,_,_
1276878134017765380,face_masks,AGAINST,_,_
1275920564713074690,face_masks,FAVOR,_,_
1276883032524406784,face_masks,AGAINST,_,_
1275921194852782085,face_masks,FAVOR,_,_
1276884447107874817,face_masks,AGAINST,_,_
1275921523354882048,face_masks,FAVOR,_,_
1276886517210890241,face_masks,AGAINST,_,_
1275922082895814656,face_masks,FAVOR,_,_
1276887439919976448,face_masks,AGAINST,_,_
1275922649198342145,face_masks,FAVOR,_,_
1276893727500484608,face_masks,AGAINST,_,_
1275922862910722049,face_masks,FAVOR,_,_
1276896440850112512,face_masks,AGAINST,_,_
1275922863984226305,face_masks,FAVOR,_,_
1276900723427610627,face_masks,AGAINST,_,_
1275923296765251586,face_masks,FAVOR,_,_
1276903156220416000,face_masks,AGAINST,_,_
1275923807501459456,face_masks,FAVOR,_,_
1276903635981492226,face_masks,AGAINST,_,_
1275924244002635782,face_masks,FAVOR,_,_
1276917722438176768,face_masks,AGAINST,_,_
1275924419073003522,face_masks,FAVOR,_,_
1276925180389056518,face_masks,AGAINST,_,_
1275925074156105728,face_masks,FAVOR,_,_
1276933963165073414,face_masks,AGAINST,_,_
1275925082695700483,face_masks,FAVOR,_,_
1276938355733925891,face_masks,AGAINST,_,_
1275925182541152257,face_masks,FAVOR,_,_
1276940272639729664,face_masks,AGAINST,_,_
1275925379530862599,face_masks,FAVOR,_,_
1276941803309146113,face_masks,AGAINST,_,_
1275926159654629376,face_masks,FAVOR,_,_
1276943119142080512,face_masks,AGAINST,_,_
1275926164394123264,face_masks,FAVOR,_,_
1276945548399050752,face_masks,AGAINST,_,_
1275926260628123648,face_masks,FAVOR,_,_
1276945611217125376,face_masks,AGAINST,_,_
1275926446867804160,face_masks,FAVOR,_,_
1276953879050178560,face_masks,AGAINST,_,_
1275926541818626051,face_masks,FAVOR,_,_
1276955547128881152,face_masks,AGAINST,_,_
1275926563805188096,face_masks,FAVOR,_,_
1276957132378607616,face_masks,AGAINST,_,_
1275927736926773250,face_masks,FAVOR,_,_
1276973752228683781,face_masks,AGAINST,_,_
1275928032658763776,face_masks,FAVOR,_,_
1276974610026835968,face_masks,AGAINST,_,_
1275928035217117184,face_masks,FAVOR,_,_
1276977555673841671,face_masks,AGAINST,_,_
1275928130818015235,face_masks,FAVOR,_,_
1276979605102968832,face_masks,AGAINST,_,_
1275928173335711745,face_masks,FAVOR,_,_
1276979690021040128,face_masks,AGAINST,_,_
1275928275571716098,face_masks,FAVOR,_,_
1276979967092502528,face_masks,AGAINST,_,_
1275928417784025089,face_masks,FAVOR,_,_
1276979967562137600,face_masks,AGAINST,_,_
1275928456014913536,face_masks,FAVOR,_,_
1276980252913225728,face_masks,AGAINST,_,_
1275928651977146368,face_masks,FAVOR,_,_
1276981010614431752,face_masks,AGAINST,_,_
1275928791194521600,face_masks,FAVOR,_,_
1276985475727634432,face_masks,AGAINST,_,_
1275928999491825664,face_masks,FAVOR,_,_
1276989374509522945,face_masks,AGAINST,_,_
1275929214022230016,face_masks,FAVOR,_,_
1276991476946423808,face_masks,AGAINST,_,_
1275929394414927874,face_masks,FAVOR,_,_
1277000482528145409,face_masks,AGAINST,_,_
1275929491920105477,face_masks,FAVOR,_,_
1277002436239134722,face_masks,AGAINST,_,_
1275929574921195520,face_masks,FAVOR,_,_
1277004370438225921,face_masks,AGAINST,_,_
1275929852345036801,face_masks,FAVOR,_,_
1277008266279694337,face_masks,AGAINST,_,_
1275929885698113540,face_masks,FAVOR,_,_
1277012095402418177,face_masks,AGAINST,_,_
1275930027125858305,face_masks,FAVOR,_,_
1277014112023703553,face_masks,AGAINST,_,_
1275930161796378624,face_masks,FAVOR,_,_
1277016830738157568,face_masks,AGAINST,_,_
1275930267409145856,face_masks,FAVOR,_,_
1277017921143934978,face_masks,AGAINST,_,_
1275930442504572929,face_masks,FAVOR,_,_
1277023433772142592,face_masks,AGAINST,_,_
1275930950283583488,face_masks,FAVOR,_,_
1277027227901673472,face_masks,AGAINST,_,_
1275930945149952010,face_masks,FAVOR,_,_
1277028352709165056,face_masks,AGAINST,_,_
1275931092420300801,face_masks,FAVOR,_,_
1277028595496448000,face_masks,AGAINST,_,_
1275931848921812994,face_masks,FAVOR,_,_
1277039501932728322,face_masks,AGAINST,_,_
1275932308793671687,face_masks,FAVOR,_,_
1277057041551560704,face_masks,AGAINST,_,_
1275932695181307904,face_masks,FAVOR,_,_
1277062242891161600,face_masks,AGAINST,_,_
1275933004691636225,face_masks,FAVOR,_,_
1277071570553286656,face_masks,AGAINST,_,_
1275933376197918720,face_masks,FAVOR,_,_
1277074505618173952,face_masks,AGAINST,_,_
1275933436893519872,face_masks,FAVOR,_,_
1277081180911931392,face_masks,AGAINST,_,_
1275933652610924550,face_masks,FAVOR,_,_
1277081312902492160,face_masks,AGAINST,_,_
1275933835604230146,face_masks,FAVOR,_,_
1277081548399968256,face_masks,AGAINST,_,_
1275933894806695937,face_masks,FAVOR,_,_
1277083064456404992,face_masks,AGAINST,_,_
1275933999194615808,face_masks,FAVOR,_,_
1277084023895011331,face_masks,AGAINST,_,_
1275934347154071553,face_masks,FAVOR,_,_
1277089788084932609,face_masks,AGAINST,_,_
1275934646136647680,face_masks,FAVOR,_,_
1277091632857231361,face_masks,AGAINST,_,_
1275934750662963200,face_masks,FAVOR,_,_
1277092276284645376,face_masks,AGAINST,_,_
1275934957169455106,face_masks,FAVOR,_,_
1277100187517947904,face_masks,AGAINST,_,_
1275935043211481088,face_masks,FAVOR,_,_
1277100927841964032,face_masks,AGAINST,_,_
1275935072852430848,face_masks,FAVOR,_,_
1277124395899723777,face_masks,AGAINST,_,_
1275935434980364288,face_masks,FAVOR,_,_
1277131659054166017,face_masks,AGAINST,_,_
1275935668640681984,face_masks,FAVOR,_,_
1277138403058806785,face_masks,AGAINST,_,_
1275935710848016384,face_masks,FAVOR,_,_
1277142827894538241,face_masks,AGAINST,_,_
1275936101245599746,face_masks,FAVOR,_,_
1277149590345732097,face_masks,AGAINST,_,_
1275936176822784002,face_masks,FAVOR,_,_
1277153738193395712,face_masks,AGAINST,_,_
1275936863744921600,face_masks,FAVOR,_,_
1277158616894771201,face_masks,AGAINST,_,_
1275937473068228608,face_masks,FAVOR,_,_
1277160722372399105,face_masks,AGAINST,_,_
1275937522930135043,face_masks,FAVOR,_,_
1277168182877237248,face_masks,AGAINST,_,_
1275937715075395584,face_masks,FAVOR,_,_
1277176889698922501,face_masks,AGAINST,_,_
1275937857497071623,face_masks,FAVOR,_,_
1277182362930069504,face_masks,AGAINST,_,_
1275937938136760325,face_masks,FAVOR,_,_
1277184261553086464,face_masks,AGAINST,_,_
1275938117854216192,face_masks,FAVOR,_,_
1277195558239731712,face_masks,AGAINST,_,_
1275938123017523200,face_masks,FAVOR,_,_
1277213477434789889,face_masks,AGAINST,_,_
1275938241573720066,face_masks,FAVOR,_,_
1277222193127096320,face_masks,AGAINST,_,_
1275939023916163073,face_masks,FAVOR,_,_
1277224083327983616,face_masks,AGAINST,_,_
1275939230171172865,face_masks,FAVOR,_,_
1277224773358149632,face_masks,AGAINST,_,_
1275939271518674944,face_masks,FAVOR,_,_
1277249526466658305,face_masks,AGAINST,_,_
1275939314376093696,face_masks,FAVOR,_,_
1277256270005895169,face_masks,AGAINST,_,_
1275939627895894017,face_masks,FAVOR,_,_
1277260658124390405,face_masks,AGAINST,_,_
1275939889159307264,face_masks,FAVOR,_,_
1277265837007810561,face_masks,AGAINST,_,_
1275940001092636672,face_masks,FAVOR,_,_
1277266619069317121,face_masks,AGAINST,_,_
